9.35924	-14.6012
9.58955	-14.3657
12.207	-14.968
9.63694	-14.9708
7.93941	-14.9903
12.9129	-14.0966
10.4461	-14.8705
10.6666	-14.805
12.0177	-14.9466
8.49541	-14.7773
10.526	-14.2482
9.62447	-13.6403
10.6966	-14.4234
10.7396	-14.7194
11.6351	-14.1639
11.6715	-14.8456
11.0557	-14.4686
11.8308	-14.5972
11.5658	-13.6717
7.20227	-12.8205
9.23214	-14.133
10.597	-13.4135
11.9824	-14.9641
11.7093	-14.5905
11.745	-14.5067
12.2592	-14.7904
11.943	-14.4498
11.2384	-14.5917
10.4065	-14.5843
9.72917	-14.8438
9.46156	-14.9839
8.91311	-14.3131
11.8408	-0.577347
10.4179	-14.9567
8.04927	-14.3919
10.6233	-13.6414
10.7786	-14.4452
9.55849	-14.6177
8.82009	-14.5299
10.42	-14.1728
13.2703	-12.7924
10.8234	-14.6078
12.992	-14.4324
11.0292	-13.6103
11.7848	-14.5188
8.43398	-14.2859
7.65163	-13.0495
11.0097	-14.9836
11.4123	-14.033
10.5213	-14.2502
10.403	-14.1454
11.2545	-13.9934
10.4412	-14.4522
11.9758	-13.9458
10.061	-14.6387
9.18173	-14.836
12.4465	-14.9207
11.4921	-14.7156
9.99566	-13.9046
10.5575	-13.3393
6.45586	-14.4425
10.2076	-14.457
11.0309	-13.9583
12.4985	-14.858
5.54447	-9.22402
11.6883	-14.5444
12.0689	-14.3094
11.9103	-9.42205
9.51364	-14.2754
9.95821	-14.0609
10.0631	-14.9335
11.2914	-14.3613
8.48207	-14.9745
8.69217	-14.8155
8.07171	-10.052
8.94922	-14.2412
11.5638	-14.6269
11.9247	-14.9011
10.2826	-13.0886
10.7264	-14.1982
9.86925	-14.6926
10.8642	-13.896
10.2852	-14.6354
10.3506	-14.9648
10.079	-14.9494
9.76944	-14.4855
9.58068	-14.1218
9.94029	-13.4364
10.1023	-14.8199
10.8072	-14.7304
11.4717	-14.7642
10.0962	-14.7809
8.62922	-14.6442
10.8452	-13.0729
11.6416	-13.886
8.99448	-14.9935
11.7422	-14.1193
10.3666	-13.9864
13.0993	-14.5172
11.7248	-13.5009
11.4017	-14.4599
10.7577	-14.8298
12.266	-14.8411
11.2613	-14.8773
7.82343	-14.3156
9.18113	-14.2902
9.82877	-13.1963
11.9139	-14.7865
8.89071	-14.9234
12.5174	-13.6722
12.0764	-13.6675
12.5838	-14.6298
14.9464	-14.1868
10.1062	-14.3921
8.48885	-13.4745
11.3256	-14.8461
10.0571	-13.2648
12.0087	-14.26
9.79618	-14.5567
9.08322	-14.0572
10.8358	-14.1249
8.21678	-14.533
9.53014	-14.1615
10.111	-14.787
12.3524	-14.6653
9.99778	-14.3457
10.56	-13.9467
12.0341	-13.4334
10.4949	-14.6851
9.51597	-14.1959
12.4629	-13.6095
11.1998	-14.7598
10.0896	-14.613
10.641	-14.7595
12.1258	-13.8913
7.52978	-9.60314
6.20065	-9.75965
10.7284	-13.3348
12.8822	-14.5237
12.9124	-14.4356
8.66428	-14.1797
